File,Player White,Player Black,Score,BlackRating,WhiteRating,PredictedScore,PredictedBlackRating,PredictedWhiteRating,Set
dataset/2006/08/01/16070-zaru_soba-GoCat.sgf,GoCat,zaru_soba,1.0,2070.321061257299,1743.8776477791507,0.6459335643982262,1941.0053673801835,1836.5641300739358,V
dataset/2006/10/02/17771-Aurea_ECL-holywarrior.sgf,holywarrior,Aurea_ECL,1.0,2028.9371944952743,1469.6560891493218,0.9672537584688007,2069.652772632411,1481.5011865717886,V
dataset/2007/02/06/28040-hattori-dobromila.sgf,dobromila,hattori,1.0,1645.3588055091577,1720.6792431763324,0.2528492928048731,1590.9045835532331,1779.1231709802116,V
dataset/2007/02/06/28043-hattori-Ugo.sgf,Ugo,hattori,0.0,1626.2786160283863,1676.5401753158553,0.24242820500154197,1587.0805830267916,1785.0168435440178,V
dataset/2007/08/07/53716-EDM713-etnelson.sgf,etnelson,EDM713,0.0,926.4509522951066,1347.953100120656,0.1947822443994568,1035.7605351663904,1282.306125998422,V
dataset/2007/12/08/73945-gomoucha-AyaGo.sgf,AyaGo,gomoucha,1.0,1875.718988871446,1601.2410991798818,0.7541868929816086,1755.8448406010798,1561.095262875614,V
dataset/2008/01/02/77646-ekabiljo-ngarry.sgf,ngarry,ekabiljo,0.0,1741.0653709492308,1986.0308604750428,0.3428553088479701,1797.475346660836,1910.4953967268318,V
dataset/2008/01/09/78451-NPC-longguo00.sgf,longguo00,NPC,0.0,1613.9240183127736,1970.7694909377938,0.193626987689446,1568.8867379487954,1816.7147760736507,V
dataset/2008/01/21/79854-masutami-TedSarvata.sgf,TedSarvata,masutami,0.0,1378.475686571063,1489.191297689336,0.4157906055727046,1392.8061382867431,1451.8836838074917,V
dataset/2008/02/26/84879-recall-raulesc.sgf,raulesc,recall,0.0,1115.8042463704955,1140.0760086723858,0.7062436482110506,1281.94617976172,1129.5592641910655,V
dataset/2008/04/14/91958-irishfire-ast.sgf,ast,irishfire,0.0,1690.406095206628,1606.4065558428733,0.48797197511669077,1571.1627127143101,1579.5222532365947,V
dataset/2008/06/09/99599-Quesst-iwi.sgf,iwi,Quesst,0.0,1534.184507055844,1991.418361548394,0.12847138570719574,1481.448367350986,1814.0384641794037,V
dataset/2008/06/13/100079-Isao-trepanator.sgf,trepanator,Isao,0.0,1978.561363934531,2176.066983649105,0.6919369566402082,1971.976555620172,1831.4057853937466,V
dataset/2008/06/23/101642-laver-Dyonn.sgf,Dyonn,laver,1.0,2077.0628755476596,1653.8960121706036,0.8371639796621584,1957.761860470848,1673.3378388586427,V
dataset/2009/02/19/136058-Akimoon-kuiper.sgf,kuiper,Akimoon,1.0,2103.210262897604,1754.7734816296559,0.6320926801869985,1982.498498289043,1888.481565270233,V
dataset/2009/05/09/147058-undume-KamiNoItte.sgf,KamiNoItte,undume,0.0,1854.9027326379069,2086.8717628215695,0.23284597862930898,1871.317558526271,2078.443088159421,V
dataset/2009/06/21/152829-GnuGo-Lyams.sgf,Lyams,GnuGo,1.0,1679.9655860930545,1605.4342202999317,0.3868789621586511,1719.4523033498072,1799.4407449727423,V
dataset/2009/08/31/164471-democrito-Danubis.sgf,Danubis,democrito,0.0,1055.6839672837707,1272.2981121843359,0.10916122390432603,1044.843483482636,1409.5357699989027,V
dataset/2009/09/29/169373-rczajka-crespof.sgf,crespof,rczajka,1.0,1880.1265418745104,1896.0125208756904,0.4560216641106035,1721.8751545141517,1752.5136061338567,V
dataset/2009/11/19/177585-NPC-Azrael.sgf,Azrael,NPC,1.0,1566.2691053846654,1685.49037285526,0.41929308411902194,1677.601720340652,1734.1774399854107,V
dataset/2010/01/31/189009-fba75-karaklis.sgf,karaklis,fba75,1.0,1550.5705660723952,1584.9119381766661,0.5111984185539877,1728.4711005953134,1720.688340881801,V
dataset/2010/06/13/210574-mbue-RaikB.sgf,RaikB,mbue,1.0,1795.3085013051548,1651.7357624727151,0.6796461452584105,1894.5905994538543,1763.9294378789427,V
dataset/2010/08/26/221343-GnuGo-Qwerty17.sgf,Qwerty17,GnuGo,1.0,1637.541073066217,1376.1707398251367,0.8868957597634225,1723.2548354794828,1365.4973587695688,V
dataset/2010/10/01/227442-Dagger363-dorota.sgf,dorota,Dagger363,1.0,1863.8168299537654,1489.654531465824,0.7355855367567434,1792.9801222623396,1615.240932478353,V
dataset/2011/01/01/240452-phoward-laver.sgf,laver,phoward,1.0,2007.0314135544995,1848.2339409906613,0.6460279029834175,1990.922241647162,1886.4093426254492,V
dataset/2011/01/27/243925-Smigles-marcusa.sgf,marcusa,Smigles,1.0,1914.6356868594244,1633.7360733432279,0.68799408506851,1854.0330049932784,1716.664254144554,V
dataset/2011/01/31/245012-Neandertaler-saruman.sgf,saruman,Neandertaler,1.0,1916.1318321394517,1620.8625207651899,0.6485945991866024,1811.0993361907717,1704.6333777734876,V
dataset/2011/02/13/246794-jasonator-Princess_Rose.sgf,Princess_Rose,jasonator,1.0,1290.8620622805274,774.8310072971947,0.9869932457859314,1492.7452429072405,740.6871440445359,V
dataset/2011/04/17/258077-darkepi-Bar.sgf,Bar,darkepi,0.0,1724.3503584614787,1658.5881429887966,0.5300630821079246,1732.436843364322,1711.5216460533136,V
dataset/2011/07/11/272502-ogsregexp-Dyonn.sgf,Dyonn,ogsregexp,0.0,1847.5262523968538,1781.7794176862892,0.48548810559455174,1755.1132680398257,1765.1999980235353,V
dataset/2011/07/18/273705-LaNoktaTempesto-Azrael.sgf,Azrael,LaNoktaTempesto,0.0,1134.4392834686253,1644.2795591396439,0.05930923508253283,1294.482481110747,1774.6123041111214,V
dataset/2011/08/01/275664-Sinful-thojq.sgf,thojq,Sinful,1.0,1792.0838144445988,957.3716613282431,0.985854330823157,1785.9209632854163,1048.645262665472,V
dataset/2011/09/17/285043-ebatchelder-K_Chaiyaporn.sgf,K_Chaiyaporn,ebatchelder,0.0,1579.898672412869,1745.5689623327246,0.18717995893545164,1521.3980701805585,1776.4920923673576,V
dataset/2011/09/26/286510-lorill-marcusa.sgf,marcusa,lorill,1.0,1867.2039054148165,1676.8543718153517,0.693121563706743,1822.271071982274,1680.7338568397965,V
dataset/2011/10/06/289181-Kanzaki-flowman.sgf,flowman,Kanzaki,1.0,1325.4170925535414,1333.9245819233356,0.3959706862278274,1341.3502595031605,1414.7082512560066,V
dataset/2011/10/06/289225-ANDKRY-AnAnonymousFox.sgf,AnAnonymousFox,ANDKRY,0.0,950.6715419759789,1106.8108929794366,0.195227764667487,1033.5838787949451,1279.636440036364,V
dataset/2011/12/13/301027-mithrantir-opex.sgf,opex,mithrantir,0.0,1884.1912725910847,1779.7329125007345,0.6347209850924331,1808.8172296144314,1712.8339759238365,V
dataset/2012/01/31/309717-euler-Baeble.sgf,Baeble,euler,1.0,1727.0652488831,1844.3040871971402,0.3167607228511625,1644.7284848534798,1778.265084526223,V
dataset/2012/02/09/312178-Teldris-Algiskas.sgf,Algiskas,Teldris,1.0,1830.509588627433,1657.1009443676132,0.7312034011310756,1849.115170357349,1675.2693969160239,V
dataset/2012/04/03/321710-cyro-marcusa.sgf,marcusa,cyro,0.0,1794.1120382376112,1650.0853392059764,0.7385889338366942,1731.790560856331,1551.3590296457685,V
dataset/2012/06/21/333155-gomad361-manhammer.sgf,manhammer,gomad361,1.0,2313.589482233166,2270.0706247628027,0.5595101832793743,2096.1844733637095,2054.635624388715,V
dataset/2012/06/22/333898-nwurd-Taulmarill.sgf,Taulmarill,nwurd,1.0,1826.466470421516,1393.217739754791,0.7720524032492522,1767.175504646764,1555.2508000936978,V
dataset/2012/07/31/340832-rasa-Aznviolin.sgf,Aznviolin,rasa,1.0,1655.7591440529673,1205.6115110161265,0.6922960854352004,1617.227739186574,1476.3641973463393,V
dataset/2012/09/11/349006-phoward-CarlR.sgf,CarlR,phoward,1.0,1903.3601222011825,2063.210769055452,0.3870713142494478,1885.1887969746815,1965.0363810675865,V
dataset/2012/09/21/350350-Rill-ptitlou.sgf,ptitlou,Rill,0.0,2043.0476684312732,2253.774307809127,0.3852352755192583,1926.239439849541,2007.4325964159402,V
dataset/2012/10/01/351476-bulibuta-Ortho.sgf,Ortho,bulibuta,0.0,1544.3876428868607,1716.8984463297388,0.42385130953337063,1698.1026839478186,1751.431103874306,V
